,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
5512,Suppressed,541560,Zephyo,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5513,Shards of Azuria,498340,Blue Potion Games,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5514,GoNNER,437570,Art in Heart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5515,Mystery Trackers: The Void Collector's Edition,527940,Elephant Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5516,GoNNER OST,533240,Art in Heart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5517,POLYCRUSHER - Soundtrack,536850,Atomic Pond Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5518,BitMaster,514660,Vladimir Shlapak,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5519,POLYCRUSHER,517140,Atomic Pond Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5520,Rubek,531740,Xigma Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5521,Beneath The Cherry Trees / 桜の樹の下には,531200,Katsudou Mangaya,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5522,BoomTown! Deluxe,536750,Ish Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5523,Feel The Snow,538100,Owlet,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2016
5524,Shrouded in Sanity - Original Soundtrack,491640,Jamie Warne,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5525,Manual Samuel,504130,Perfectly Paranormal,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5526,PuppetShow™: Mystery of Joyville,533060,ERS G Studios,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5527,Tennis Elbow Manager,528110,Mana Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2009
5528,Stay Close,455120,Blind Bird,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5529,High Octane Drift,457330,Cruderocks,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2016
5530,FootRock,497100,nobodyshot,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
5531,Glow,491830,Impetus Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5532,Think To Die 2,539380,Felip Guimerà,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5533,emoj.io,530900,"Hassey Enterprises, Inc.",1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016
5534,emoj.io - Beast Pack,538536,"Hassey Enterprises, Inc.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016
5535,emoj.io - Animal Pack,538533,"Hassey Enterprises, Inc.",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016
5536,Final Quest II,540020,RPG Video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5537,Heroes &amp; Generals,227940,Reto-Moto,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016
5538,TS Marketplace: ÖBB 1189 ‘Krokodil’ Loco Add-On,295196,Eisenbahnwerk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5539,The Whisperer in Darkness,435000,Nathaniel Nelson,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5540,Crazy Machines 3,351920,Fakt Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
5541,Razortron 2000: Soundtrack,545170,NukGames,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
5542,Matt DiBenedetto Spotter Audio,538350,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5543,Challenge Pack 2,539070,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5544,Free Paint Schemes,540380,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5545,Brett Griffin Spotter Audio,537400,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5546,Paint Scheme Pack 2,537391,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5547,Paint Scheme Pack 3,537392,Monster Games,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5548,Karma. Incarnation 1,394700,AuraLab,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5549,Arizona Rose and the Pirates' Riddles,537760,Anawiki Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5550,Rocket Riot,460190,Codeglue,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5551,True Fear: Forsaken Souls,440420,Goblinz,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5552,The Infinite Black,489000,Spellbook,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2016
5553,Dorke and Ymp,474810,"Norse,Piko Interactive",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015
5554,Rocket Riot - Soundtrack by SonicPicnic,528220,SonicPicnic,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5555,A Quiver of Crows,347280,Sheado.net,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5556,Stellar Overload - Sound Selection,543200,Cubical Drift,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5557,Vision Runner,429480,Snowbit Interactive,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5558,Russian SuperHero Dead Ivan,527770,Anatoliy Loginovskikh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5559,Bad Caterpillar,447950,Fun Infused Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5560,Orwell: Keeping an Eye On You,491950,Osmotic Studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5561,Graveyard Shift,511190,"Galavalomka Games,Aslan Game Studio",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5562,The Metronomicon - Chiptune Challenge Pack 2,522652,Puuba,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5563,Hybrid Wars - Yana 'Tesla' Radovich,423000,Extreme Developers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5564,Party Saboteurs,452320,The Glitch Factory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5565,Slingshot people,542340,StalkerAlex,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5566,Snake Cubed,360500,noggins,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5567,Secrets of Magic: The Book of Spells,453780,Green Sauce Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5568,Sid Meier’s Civilization® VI,289070,"Firaxis,Aspyr (Mac, Linux)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5569,Green Ranch,493980,Palaplay,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5570,Harmonia - Theme Songs “Todoketai Melody” / “Towa no Hoshi e”,538720,VisualArts/Key,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015
5571,Drift GEAR Racing Free,542780,Rock Crow,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2016
5572,Hired Ops,374280,Absolut Soft LLC,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5573,WAR7,535440,CPsoft,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016
5574,Trip to Vinelands,546090,Walter Machado,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5575,Sluggish Morss: Days of the Purple Sun,546440,J. King-Spooner,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5576,Sky Break,405370,Farsky Interactive,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5577,Devilian - Labyrinth Pack,542610,Bluehole Ginno Games,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5578,Devilian - Blasphemous Pack,542611,Bluehole Ginno Games,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5579,Devilian - Tempest Pack,545260,Bluehole Ginno Games,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5580,Galaxy Reavers: Flames-type Aircraft Carrier DLC,511131,Good Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5581,Existence speed,537280,Kedexa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5582,Hover Hazard,545470,David Mulder,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5583,Haunted Hotel,533030,Special Bit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5584,Pixel Puzzles Ultimate - Puzzle Pack: Autumn,502842,DL Softworks,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5585,Pixel Puzzles Ultimate - Puzzle Pack: Halloween,543811,DL Softworks,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
5586,12 orbits,529950,Roman Uhlig,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
5587,Kim,433400,The Secret Games Company,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5588,Farming Simulator 17,447020,Giants Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5589,Super Mixtape,486660,Polygrammatic Limited,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5590,League of Evil,491060,"Ratalaika Games S.L.,Woblyware",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5591,Redirection,305760,Daniel Ratcliffe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5592,Ghostdream,545800,ArkHouse,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5593,BossConstructor,330100,Mirko Seithe,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5594,DARK SOULS™ III - Ashes of Ariandel™,506970,"FromSoftware, Inc.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5595,TV Trouble,539370,SUPERCORE Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5596,The Frontier,541760,Nikku Nomura,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2016
5597,Winning Putt: Golf Online,458960,"WEBZENONNET Co., Ltd.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2016
5598,Ginger: Beyond the Crystal,409520,Drakhar Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5599,Halloween Forever,425650,Imaginary Monsters,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5600,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ- - Digital Soundtrack / デジタル・サウンドトラック,535971,"Nippon Ichi Software, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5601,Hunting Unlimited 2011,545930,ARB Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
5602,htoL#NiQ: The Firefly Diary / htoL#NiQ-ホタルノニッキ- - Digital Art Book / デジタル・アートブック,535970,"Nippon Ichi Software, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5603,Big Buck Hunter Arcade,455700,GameMill Entertainment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016
5604,King's Quest - Chapter 5: The Good Knight,373491,The Odd Gentlemen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5605,Damned Cold,543720,Unlikely Rogue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5606,Slayaway Camp,530390,Blue Wizard Digital,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5607,Conflict of Heroes: Ghost Divisions,530641,Western Civilization Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
5608,Oh...Sir!! The Insult Simulator,512250,Vile Monarch,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5609,Space Beret,547960,Amaterasu Software,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5610,How To Make Your Grandpa Happy,522280,Team Cat 'n Mice,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5611,Grab the Bottle,546410,Kamina Dimension,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
5612,Elves vs Goblins Defender,516740,magnussoft,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5613,A dragon girl looks up at the endless sky,456760,DebonosuWorks Inc.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5614,Drive on Moscow,520610,Shenandoah Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
5615,OMSI 2 Add-on Rheinhausen,434065,Halycon Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5616,Train Simulator: Wherry Lines: Norwich – Great Yarmouth &amp; Lowestoft Route Add-On,376970,Armstrong Powerhouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5617,ALICE VR - Soundtrack,530670,Carbon Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5618,ALICE VR - Artbook,530671,Carbon Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5619,ALICE VR - Developer Diaries and Wallpapers,544620,Carbon Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5620,Orwell Original Soundtrack,548850,Osmotic Studios,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5621,Offworld Trading Company - The Patron and the Patriot DLC,538090,Mohawk Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5622,Alien Invasion Tower Defense,547880,guyhezi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5623,Charm Tale Quest,550220,Puzzle Lab,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5624,Rabi-Ribi - Cicini's Halloween!,547660,"CreSpirit,GemaYue",1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5625,Carmageddon: Max Damage,505170,Stainless Games Ltd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5626,Starship Titanic,467290,The Digital Village,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
5627,Typoman Soundtrack by SonicPicnic,541280,Brainseed Factory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5628,Nanomedix Inc,539690,ItRuStore Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5629,That's Mahjong!,547310,TotallyNotReptillian,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5630,Equin: The Lantern,547980,DXF Games,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
5631,Army of Tentacles: Halloween,459590,Stegalosaurus Game Development,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5632,PHAT PHROG UNCAGED,546140,ColloseusX,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5633,Nekuia,528950,Blue Gate,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5634,PHAT PHROG,545570,ColloseusX,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5635,DRAGON BALL XENOVERSE 2,454650,"QLOC,DIMPS",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016
5636,DRAGON BALL XENOVERSE 2 Season Pass,507510,"QLOC,DIMPS",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016
5637,The Elder Scrolls V: Skyrim Special Edition,489830,Bethesda Game Studios,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
5638,Evil Orbs,528420,GoBit Games,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5639,Alteil: Horizons,379870,"Apocoplay LLC,Ludeme Games,Coreedge Inc",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
5640,NSFW ~ Not a Simulator For Working,545030,GameChanger Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5641,Infinity Wars - Toil and Trouble,544560,Lightmare Studios,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2016
5642,Plankton,542550,PanGuoJun,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5643,Imprisoned Light,540100,imaginite Ltd,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5644,尘沙惑（Lost in Secular Love）,520850,YETU GAME,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5645,S.K.I.L.L. - Special Force 2 - Halloween Pack,542830,"Dragonfly GF Co., LTD",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2016
5646,True Love ~Confide to the maple~ Original Soundtrack,501750,SP-time,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5647,Take Command - 2nd Manassas,392330,"MadMinute Games,NorbSoftDev",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2006
5648,WinKings,428920,Lemondo Games,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5649,Miniature - The Story Puzzle,536680,purpleElephant,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5650,American Truck Simulator - Halloween Paint Jobs Pack,546260,SCS Software,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5651,Spellweaver - Duke's Zombies Deck,545140,Dream Reactor,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2016
5652,Balloon Blowout,542740,EnsenaSoft,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5653,Shiver: Poltergeist Collector's Edition,545640,Artogon,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5654,Realm of the Madgod: Halloween Pack,548380,Deca Games OU,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2016
5655,Anomalies,546780,Michael Klaus Schmidt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5656,"GO AWAY, THERE'S KUMIS OVER THERE!",545580,Besedka Games Studio,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5657,The Hateful Dead,526510,Sayan,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5658,Zombie Exodus: Safe Haven,543980,Hosted Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5659,Congresswolf,547990,Choice of Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5660,Zombie Exodus: Safe Haven - Skill Point Bonus,548920,Hosted Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5661,Gems of War - Demon Hunter Bundle,526300,Infinity Plus 2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2016
5662,Memory's Dogma CODE:01,386970,Liz-Arts,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5663,Dungeon Of Doom Puzzle,537750,Codespace,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5664,Vanguards,546600,BYU Animation -  Class of 2016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
5665,Kaiju-A-GoGo: Grey Goop,544240,Kerberos Productions Inc.,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5666,Shift Orb: The Soundtrack,541900,Afterlife Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5667,End Of The Mine,451800,Skirmish Entertainment,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5668,HAUNTED: Halloween '85 (Original NES Game),538220,Retrotainment Games,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5669,sZone - Hockey Mask,547530,Cybertime System,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5670,Izanami's Dream Battle,547730,Studio JAW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5671,sZone - Pumpkin Helmet,547400,Cybertime System,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5672,The Last Error,491030,Anatoliy Loginovskikh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5673,FSX Steam Edition: Night Environment: Connecticut Add-On,500202,Chris Bell - Creative Design Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5674,Defiance - Gold Edition,542450,Trion Worlds,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
5675,Heart and Seoul,546490,Sapphire Dragon Productions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5676,Hacked,453470,Sol Bot Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
5677,The Spookening,396420,Modesty,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
5678,Inevitable Path,526390,metamorpho,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5679,Brumm,537660,eiloware,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5680,TS Marketplace: DB Sgns Hopper Pack,513092,Skyhook Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5681,TS Marketplace: ÖBB Sgns Hopper Pack,513091,Skyhook Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5682,Political Animals,458630,Squeaky Wheel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
5683,Spirit of Revenge: Cursed Castle Collector's Edition,551160,Vendel Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
5684,Void Vikings,440660,"Ugly Beard Games, LLC",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5685,Citalis,539440,Matt Hooper,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5686,Soundtrack and Director's Commentary,552820,Sapphire Dragon Productions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
5687,Anime Studio Simulator,508230,Visualnoveler,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5688,Anime Studio Simulator - Soundtrack,548440,Visualnoveler,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
5689,Football Manager Touch 2017 - No Transfer Windows,489849,Sports Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
5690,Masquerada: Songs and Shadows - Original Soundtrack,552360,Witching Hour Studios,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
5691,Hero Boy - Original Soundtrack,520200,Crowned Daemon Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5692,Mallow Drops,381340,Gritfish,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5693,Mallow Drops Original Soundtrack,516380,Gritfish,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5694,Delicious - Emily's Christmas Carol,544600,"Blue Giraffe,GameHouse",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
5695,Football Manager Touch 2017 - Son Generated,489851,Sports Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
5696,Football Manager 2017,482730,Sports Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
5697,Football Manager Touch 2017 - Unlimited Scouting,489852,Sports Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2016
